MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V002112,M003,G003-01,Melt mass-flow rate,18.0 ± 3.2 g/10 min,g/10 min,18.0,3.2,Not applicable,=,1,18.0,3.2,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Matte is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-matte-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002113,M005,G005-01,Melt mass-flow rate,45.8 ± 6.6 g/10 min,g/10 min,45.8,6.6,Not applicable,=,1,45.8,6.6,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h ours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for de",B-pla-basic-gradient-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002114,M006,G006-01,Melt mass-flow rate,18.0 ± 2.5 g/10 min,g/10 min,18.0,2.5,Not applicable,=,1,18.0,2.5,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",B-pla-tough-upgrade-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002115,M007,G007-01,Melt mass-flow rate,4.08 ± 1.5 g/10 min,g/10 min,4.08,1.5,Not applicable,=,1,4.08,1.5,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing.And the suggested annealing temperature ofmodels printed with Bambu PLA Translucent is50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-translucent-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002116,M009,G009-01,Melt mass-flow rate,14.5 ± 1.2 g/10 min,g/10 min,14.5,1.2,Not applicable,=,1,14.5,1.2,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 230 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 230 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C, InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And th",B-pla-silk-upgrade-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002117,M010,G010-01,Melt mass-flow rate,20.5 ± 1.2 g/10 min,g/10 min,20.5,1.2,Not applicable,=,1,20.5,1.2,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 230 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Silkis50 to 55 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",B-pla-silk-dual-color-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002118,M011,G011-01,Melt mass-flow rate,38.6 ± 3.7 g/10 min,g/10 min,38.6,3.7,Not applicable,=,1,38.6,3.7,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Metal is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-metal-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002119,M012,G012-01,Melt mass-flow rate,32.2 ± 4.5 g/10 min,g/10 min,32.2,4.5,Not applicable,=,1,32.2,4.5,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Marble is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the anne",B-pla-marble-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002120,M013,G013-01,Melt mass-flow rate,34.2 ± 3.3 g/10 min,g/10 min,34.2,3.3,Not applicable,=,1,34.2,3.3,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",B-pla-sparkle-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002121,M014,G014-01,Melt mass-flow rate,29.4 ± 1.7 g/10 min,g/10 min,29.4,1.7,Not applicable,=,1,29.4,1.7,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C, Infill Density = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And",B-pla-wood-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002122,M015,G015-01,Melt mass-flow rate,11.0 ± 1.7 g/10 min,g/10 min,11.0,1.7,Not applicable,=,1,11.0,1.7,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002123,M016,G016-01,Melt mass-flow rate,23.3 ± 2.4 g/10 min,g/10 min,23.3,2.4,Not applicable,=,1,23.3,2.4,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Glow is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-glow-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002124,M017,G017-01,Melt mass-flow rate,7.7 ± 0.6 g/10 min,g/10 min,7.7,0.6,Not applicable,=,1,7.7,0.6,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"260 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 210 °C Bed Temperature 35 °C Printing Speed 150 mm/s InfillDensity 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Aero is50 to 55 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",B-pla-aero-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002125,M018,G018-01,Melt mass-flow rate,3.7 ± 0.6 g/10 min,g/10 min,3.7,0.6,Not applicable,=,1,3.7,0.6,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 230 °C Bed Temperature 35 °C Printing Speed 180 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 230 °C, Printing Speed = 180 mm/s, Bed Temperature = 35 °C, Infill Density = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And",B-pla-cf-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002126,M021,G021-01,Melt mass-flow rate,22.9 ± 2.4 g/10 min,g/10 min,22.9,2.4,Not applicable,=,1,22.9,2.4,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"245 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 255 °C Bed Temperature 70 °C Printing Speed 150 mm/s Infill Density 100% All the specimens were printed at the following settings: X1-Carbon, Nozzle Temperature = 255 °C, Printing Speed = 150 mm/s, Bed Temperature = 70 °C, Infill Density = 100%. It's not recommended to anneal prints of PETG Basic, because only very",B-petg-basic-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002127,M022,G022-01,Melt mass-flow rate,28.2 ± 2.7 g/10 min,g/10 min,28.2,2.7,Not applicable,=,1,28.2,2.7,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 255 °C Bed Temperature 70 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 255 °C, Printing Speed = 200 mm/s, Bed Temperature = 70 °C,InfillDensity = 100%. All the specimens were annealed and dried at 75 °C for 8 h before testing. It'snot",B-petg-hf-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002128,M023,G023-01,Melt mass-flow rate,11.7 ± 1.5 g/10 min,g/10 min,11.7,1.5,Not applicable,=,1,11.7,1.5,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"230 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 255 °C Bed Temperature 70 °C Printing Speed 150 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 255 °C, Printing Speed = 150 mm/s, Bed Temperature = 70 °C, Infill Density = 100%. All the specimens were annealed and dried at 65 °C for 8 h before testing. It's",B-petg-translucent-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002129,M024,G024-01,Melt mass-flow rate,19.3 ± 2.4 g/10 min,g/10 min,19.3,2.4,Not applicable,=,1,19.3,2.4,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"250 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 255 °C Bed Temperature 70 °C Printing Speed 150 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 255 °C, Printing Speed = 150 mm/s, Bed Temperature = 70 °C, Infill Density = 100%. All the specimens were annealed and dried at 65 °C for 8 h before testing. And",B-petg-cf-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002130,M027,G027-01,Melt mass-flow rate,34.2 ± 3.8 g/10 min,g/10 min,34.2,3.8,Not applicable,=,1,34.2,3.8,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"260 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 260 °C Bed Temperature 80 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 80 °C for 12 h before testing. And the suggested annealing temperature of models printed with Bambu ABS is 80 to 90 °C, and the time is 6 to 12 hours. The annealing effect depends on the annealing",B-abs-filament-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002131,M028,G028-01,Melt mass-flow rate,7.56 ± 1.4 g/10 min,g/10 min,7.56,1.4,Not applicable,=,1,7.56,1.4,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 270 °C Bed Temperature 80 °C Printing Speed 150 mm/s InfillDensity 100% * All the specimens were annealed and dried at 80 °C for 12 h before testing. And the suggested annealing temperature ofmodels printed with Bambu ABS-GF is80 to90 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing t",B-abs-gf-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
