MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V002071,M074,G074-02,HDT,236.3 °C,°C,236.3,Not applicable,Not applicable,=,1,236.3,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,HDT specimens annealed at 130 °C,annealed,130,Not published,Not published,ISO 75 0.45MPa,ISO 75,0.45,Not applicable,"Printing temperature 330-350 °C Infill 100% Bed temperature 90 °C Shell 2 Top & bottom layer 3 Cooling fan OFF FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150.00 80.00 80. 00 114.00 60. 00 80.00 45",S-FIBER-PPSGF-TDS-2,p. 1: Heat deflection temp. 0.45MPa,"Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002072,M074,G074-02,HDT,248.9 °C,°C,248.9,Not applicable,Not applicable,=,1,248.9,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,HDT specimens annealed at 230 °C (deeper coloration),annealed,230,Not published,Not published,ISO 75 0.45MPa,ISO 75,0.45,Not applicable,"Printing temperature 330-350 °C Infill 100% Bed temperature 90 °C Shell 2 Top & bottom layer 3 Cooling fan OFF FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150.00 80.00 80. 00 114.00 60. 00 80.00 45",S-FIBER-PPSGF-TDS-2,"p. 1: HDT note, specimens annealed at 230 °C (0.45MPa)","Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002073,M074,G074-02,HDT,219.6 °C,°C,219.6,Not applicable,Not applicable,=,1,219.6,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,HDT specimens annealed at 230 °C (deeper coloration),annealed,230,Not published,Not published,ISO 75 1.8MPa,ISO 75,1.8,Not applicable,"Printing temperature 330-350 °C Infill 100% Bed temperature 90 °C Shell 2 Top & bottom layer 3 Cooling fan OFF FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150.00 80.00 80. 00 114.00 60. 00 80.00 45",S-FIBER-PPSGF-TDS-2,"p. 1: HDT note, specimens annealed at 230 °C (1.8MPa)","Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002074,M074,G074-02,Melt mass-flow rate,27 g/10min,g/10 min,27,Not applicable,Not applicable,=,1,27,Not applicable,Not applicable,g/10 min,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"300 °C, 5 kg",Not published,Not applicable,Not applicable,"Printing temperature 330-350 °C Infill 100% Bed temperature 90 °C Shell 2 Top & bottom layer 3 Cooling fan OFF FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150.00 80.00 80. 00 114.00 60. 00 80.00 45",S-FIBER-PPSGF-TDS-2,p. 1: Melt index,"Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002075,M074,G074-02,Water absorption,0.11 %,%,0.11,Not applicable,Not applicable,=,1,0.11,Not applicable,Not applicable,%,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"Equilibrium water absorption, 70% RH, 23 °C (moisture absorption curve)",Not published,Not applicable,Not applicable,"Printing temperature 330-350 °C Infill 100% Bed temperature 90 °C Shell 2 Top & bottom layer 3 Cooling fan OFF FLEXURAL TESTING SPECIMEN TENSILE TESTING SPECIMEN IMPACT TESTING SPECIMEN ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 527, GB/T 1040) ASTM D638 (ISO 179, GB/T 1043) 150.00 80.00 80. 00 114.00 60. 00 80.00 45",S-FIBER-PPSGF-TDS-2,p. 1: Equilibrium water absorption,"Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002076,M068,G068-02,Crystallization temperature,201.4 °C,°C,201.4,Not applicable,Not applicable,=,1,201.4,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"DSC, 10 °C/min",DSC,Not applicable,Not applicable,Not published,R-FIBERON-PETGF15-TDS,Thermal properties: Crystallization temp.,"Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002077,M068,G068-02,Water absorption,0.32 %,%,0.32,Not applicable,Not applicable,=,1,0.32,Not applicable,Not applicable,%,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"Equilibrium water absorption, 70% RH, 23 °C (moisture absorption curve)",Not published,Not applicable,Not applicable,Not published,R-FIBERON-PETGF15-TDS,Physical properties: Equilibrium water absorption,"Added 2026-09-14 (m13): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002078,M049,G049-01,Tensile modulus,3.4 GPa,GPa,3.4,Not applicable,Not applicable,=,1,3.4,Not applicable,Not applicable,GPa,Published value,Not published (do not assume printed),Not applicable,Dry (source row); table heading 50% RH,dry,Not published,not-stated,Not applicable,Not applicable,23°C,"ISO 527, dry, 1 mm/min",ISO 527,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,"p. 1: Modulus of elasticity (dry, at 1 mm/min)","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002079,M049,G049-01,HDT,90°C,°C,90,Not applicable,Not applicable,=,1,90,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 75 (HDT A),ISO 75,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,p. 1: Heat distortion temperature (HDT A),"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002080,M049,G049-01,Continuous service temperature,120°C,°C,120,Not applicable,Not applicable,=,1,120,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"IEC 60216; 20,000 h",IEC 60216,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,p. 1: Continous service temperature (20.000h),"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002081,M049,G049-01,Melt mass-flow rate,"5,5 g/10 min",g/10 min,5.5,Not applicable,Not applicable,=,1,5.5,Not applicable,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 1133; 250 °C, 2.16 kg",ISO 1133,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,"p. 1: Melt flow rate (MFR), 250°C / 2,16kg","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002082,M037,G037-02,HDT,140°C,°C,140,Not applicable,Not applicable,=,1,140,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"D 648, 0.45 MN/m²",ASTM D648,0.45,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pc-cf,p. 1: Heat Deflection Temperature 0.45mn/m2,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002083,M037,G037-02,HDT,129°C,°C,129,Not applicable,Not applicable,=,1,129,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"D 648, 1.81 MN/m²",ASTM D648,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pc-cf,p. 1: Heat Deflection Temperature 1.81mn/m2,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002084,M037,G037-02,Izod impact strength,70 kg∙cm/cm,kg·cm/cm,70,Not applicable,Not applicable,=,9.80665,686.4655,Not applicable,Not applicable,J/m,Published value,Not published (do not assume printed),Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,D 256,ASTM D256,Not applicable,Notched,Not published,S-SPECTRUM-en-tds-spectrum-pc-cf,"p. 1: Izod Impact Strength, Notched @ 23°C","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). 70 kgf·cm/cm is 686.5 J/m (× 9.80665). Property renamed 2026-09-15 (m22) from ""Izod strength"": the same test under one name. Corrected 2026-09-18 (m50): the normalized value read 686.5, rounded; 70 × 9.80665 is 686.4655 J/m, which is what the raw value and the factor say.",Not applicable
V002085,M072,G072-02,Tensile modulus,3650 MPa,MPa,3650,Not applicable,Not applicable,=,0.001,3.65,Not applicable,Not applicable,GPa,Published value,Raw material value,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 527 (1), 1 mm/min",ISO 527,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pps-am230,p. 1: Elastic modulus tensile* (speed 1mm/min),"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). Marked ""*injection moulding"".",Not applicable
V002086,M072,G072-02,HDT,129°C,°C,129,Not applicable,Not applicable,=,1,129,Not applicable,Not applicable,°C,Published value,Raw material value,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75, 0.45 MN/m²",ISO 75,0.45,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pps-am230,p. 1: Heat Deflection Temperature 0.45mn/m2*,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). Marked ""*injection moulding"".",Not applicable
V002087,M072,G072-02,HDT,107°C,°C,107,Not applicable,Not applicable,=,1,107,Not applicable,Not applicable,°C,Published value,Raw material value,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75, 1.81 MN/m²",ISO 75,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pps-am230,p. 1: Heat Deflection Temperature 1.81mn/m2*,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). Marked ""*injection moulding"".",Not applicable
V002088,M088,G088-02,HDT,76°C,°C,76,Not applicable,Not applicable,=,1,76,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75, 0.455 MPa",ISO 75,0.45,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pctg,p. 1: Heat Distortion Temperature @ 0.455MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002089,M088,G088-02,HDT,64°C,°C,64,Not applicable,Not applicable,=,1,64,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75, 1.820 MPa",ISO 75,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pctg,p. 1: Heat Distortion Temperature @ 1.820 MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002090,M090,G090-02,HDT,78°C,°C,78,Not applicable,Not applicable,=,1,78,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,0.455 MPa (standard not stated),Not published,0.45,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Heat Distortion Temperature @ 0.455MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002091,M090,G090-02,HDT,68°C,°C,68,Not applicable,Not applicable,=,1,68,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1.820 MPa (standard not stated),Not published,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Heat Distortion Temperature @ 1.820 MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002092,M090,G090-02,Impact strength,45kJ/m2,kJ/m2,45,Not applicable,Not applicable,=,1,45,Not applicable,Not applicable,kJ/m²,Published value,Not published (do not assume printed),Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,ISO 179-1eU,ISO 179,Not applicable,Unnotched,Not published,S-SPECTRUM-en-tds-spectrum-pctg-cf10,"p. 1: Izod Impact Strenght, Unnotched @ 23°C","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). The sheet heads the rows ""Izod Impact Strenght"" but cites ISO 179-1eU (Charpy), so the test type is recorded as unspecified.",Not applicable
V002093,M090,G090-02,Impact strength,4kJ/m2,kJ/m2,4,Not applicable,Not applicable,=,1,4,Not applicable,Not applicable,kJ/m²,Published value,Not published (do not assume printed),Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,ISO 179-1eU (as printed),ISO 179,Not applicable,Notched,Not published,S-SPECTRUM-en-tds-spectrum-pctg-cf10,"p. 1: Izod Impact Strenght, Notched @ 23°C","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). The sheet heads the rows ""Izod Impact Strenght"" but cites ISO 179-1eU (Charpy), so the test type is recorded as unspecified.",Not applicable
V002094,M053,G053-03,HDT,170°C,°C,170,Not applicable,Not applicable,=,1,170,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75-1/2, 0.45 MPa",ISO 75,0.45,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa12-cf15,p. 1: Temperature of deflection under load 0.45 MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002095,M053,G053-03,HDT,150°C,°C,150,Not applicable,Not applicable,=,1,150,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75-1/2, 1.8 MPa",ISO 75,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa12-cf15,p. 1: Temperature of deflection under load 1.8 MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002096,M053,G053-03,Melt mass-flow rate,3 g/10min,g/10 min,3,Not applicable,Not applicable,=,1,3,Not applicable,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg (the sheet cites ISO 1183)",ISO 1183,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pa12-cf15,"p. 1: MFR (210°C, 2.16kg)","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002097,M094,G094-03,HDT,90°C,°C,90,Not applicable,Not applicable,=,1,90,Not applicable,Not applicable,°C,Published value,Not published (do not assume printed),Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 75-2/A, 1.8 MPa",ISO 75,1.8,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,p. 1: Heat Deflection Temperature 1.8 MPa,"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002098,M094,G094-03,Charpy strength,NB,Qualitative (no fracture),Not applicable,Not applicable,Not applicable,=,1,Insufficient comparable data,Not applicable,Not applicable,Qualitative (no fracture),Published qualitative result,Not published (do not assume printed),Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,-30°C,ISO 179,ISO 179,Not applicable,Unnotched,Not published,S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,"p. 1: Charpy impact strength, unnotched, -30°C","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002099,M094,G094-03,Charpy strength,NB,Qualitative (no fracture),Not applicable,Not applicable,Not applicable,=,1,Insufficient comparable data,Not applicable,Not applicable,Qualitative (no fracture),Published qualitative result,Not published (do not assume printed),Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,ISO 179,ISO 179,Not applicable,Unnotched,Not published,S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,"p. 1: Charpy impact strength, unnotched, 23°C","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002100,M034,G034-01,Charpy strength,25 kJ/m2,kJ/m2,25,Not applicable,Not applicable,=,1,25,Not applicable,Not applicable,kJ/m²,Published value,Raw material value,Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,ISO 179-1eU,ISO 179,Not applicable,Unnotched,Not published,S-SPECTRUM-en-tds-spectrum-asax-x-gf10,Mechanical properties: Charpy impact strength* unnotched (at 23°C),"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). Marked ""*injection moulding"".",Not applicable
V002101,M034,G034-01,Charpy strength,8.3 kJ/m2,kJ/m2,8.3,Not applicable,Not applicable,=,1,8.3,Not applicable,Not applicable,kJ/m²,Published value,Raw material value,Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,23°C,ISO 179-1eA,ISO 179,Not applicable,Notched,Not published,S-SPECTRUM-en-tds-spectrum-asax-x-gf10,Mechanical properties: Charpy impact strength* notched (at 23°C),"Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources). Marked ""*injection moulding"".",Not applicable
V002102,M081,G081-02,Melt mass-flow rate,12 g/10min,g/10 min,12,Not applicable,Not applicable,=,1,12,Not applicable,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"ISO 1133; 200 °C, 5.0 kg",ISO 1133,Not applicable,Not applicable,Not published,S-SPECTRUM-en-tds-spectrum-hipsx,"p. 1: Melt Flow Rate, (200°C/5.0kg)","Added 2026-09-14 (m14): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002103,M032,G032-01,Charpy strength,8.2 ± 1.6 kJ/m² (notched),kJ/m²,8.2,1.6,Not applicable,=,1,8.2,1.6,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 80 °C for 12 h before testing,annealed,80,12,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 225 °C Bed Temperature 85 °C Printing Speed 100 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 225 °C, Printing Speed = 100 mm/s, Bed Temperature = 85 °C, Infill Density= 100%. All the specimens were annealed and dried at 80 °C for 12 h before testing. And",B-asa-aero-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002104,M010,G010-01,Charpy strength,8.2 ± 0.5 kJ/m² (notched),kJ/m²,8.2,0.5,Not applicable,=,1,8.2,0.5,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 230 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Silkis50 to 55 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",B-pla-silk-dual-color-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V002105,M015,G015-01,Charpy strength,17.6 ± 2.2 kJ/m² (notched),kJ/m²,17.6,2.2,Not applicable,=,1,17.6,2.2,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V002106,M022,G022-01,Charpy strength,6.2 ± 1.8 kJ/m² (notched),kJ/m²,6.2,1.8,Not applicable,=,1,6.2,1.8,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 75 °C for 8 h before testing,annealed,75,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 255 °C Bed Temperature 70 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 255 °C, Printing Speed = 200 mm/s, Bed Temperature = 70 °C,InfillDensity = 100%. All the specimens were annealed and dried at 75 °C for 8 h before testing. It'snot",B-petg-hf-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V002107,M028,G028-01,Charpy strength,4.2 ± 1.1 kJ/m² (notched),kJ/m²,4.2,1.1,Not applicable,=,1,4.2,1.1,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 80 °C for 12 h before testing,annealed,80,12,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 270 °C Bed Temperature 80 °C Printing Speed 150 mm/s InfillDensity 100% * All the specimens were annealed and dried at 80 °C for 12 h before testing. And the suggested annealing temperature ofmodels printed with Bambu ABS-GF is80 to90 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing t",B-abs-gf-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V002108,M033,G033-01,Charpy strength,6.2 ± 1.4 kJ/m² (notched),kJ/m²,6.2,1.4,Not applicable,=,1,6.2,1.4,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 80 °C for 12 h before testing,annealed,80,12,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were printed at the following settings: Nozzle Temperature = 275 °C, Printing Speed = 200 mm/s, Bed Temperature = 90 °C, Infill Density= 100%. All the specimens were annealed and dried at 80 °C for 12 h before testing. And",B-asa-cf-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002109,M070,G070-01,Charpy strength,6.5 ± 2.3 kJ/m² (notched),kJ/m²,6.5,2.3,Not applicable,=,1,6.5,2.3,Not applicable,kJ/m²,Published value,Printed specimen,XY,Not published,not-stated,All the specimens were not annealed before testing,as-printed,Not applicable,Not applicable,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Notched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 290 °C Bed Temperature 110 °C Printing Speed 80 mm/s Infill Density 100% * All the specimens were printed at the following settings: Printer = X1C, Chamber Temperature = 52 °C, Nozzle Temperature = 290 °C, Printing Speed = 80 mm/s, Bed Temperature = 110 °C, Infill Density = 100%. If higher chamber temperature were",B-ppa-cf-TDS,p. 2: Impact Strength (X-Y) (notched),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
V002110,M006,G006-01,Charpy strength,25.9 ± 3.3 kJ/m²,kJ/m²,25.9,3.3,Not applicable,=,1,25.9,3.3,Not applicable,kJ/m²,Published value,Printed specimen,Z,Not published,not-stated,All the specimens were annealed and dried at 50 °C for 8 h before testing,annealed,50,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Not published,"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",B-pla-tough-upgrade-TDS,p. 2: Impact Strength (Z),"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen. Corrected 2026-09-15 (m20) against the source: the sheet prints ""All the specimens were annealed and dried at 50 °C for 8 h before testing"".",Not applicable
V002111,M002,G002-01,Melt mass-flow rate,23.2 ± 3.5 g/10 min,g/10 min,23.2,3.5,Not applicable,=,1,23.2,3.5,Not applicable,g/10 min,Published value,Not published,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,"210 °C, 2.16 kg",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Melt Index,"Added 2026-09-14 (m15): published in the source, never transcribed (npm run audit:sources).",Not applicable
