MeasurementID,SourceID,Property,Field,Recorded,Fresh,Locator,FreshLocator
V005952,R-COLORFABB-TDS-varioShore-TPU85A,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 37-1A","p. 1: Tensile Strength Tensile, ISO 37-1A"
V005953,R-COLORFABB-TDS-varioShore-TPU85A,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 37-1A","p. 1: Elongation at break Tensile, ISO 37-1A"
V005954,R-COLORFABB-TDS-varioShore-TPU85A,Tensile modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005955,R-COLORFABB-TDS-varioShore-TPU85A,Flexural modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005956,R-COLORFABB-TDS-varioShore-TPU85A,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005957,R-COLORFABB-TDS-varioShore-TPU85A,Hardness,Specimen type,Not published (do not assume printed),Raw material value,p. 1: Shore hardness ISO 7619-1,p. 1: Shore hardness ISO 7619-1
V005969,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,Tensile modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005970,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005971,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,Elongation at break,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005972,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,Charpy strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005973,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005974,R-COLORFABB-TDS-E-ColorFabb-LW-PLA-HT,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005975,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005976,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005977,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005978,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005979,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005980,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005981,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005982,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005983,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005984,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005985,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (210°C/2.16 kg)","p. 1: Melt Flow Index MFI, (210°C/2.16 kg)"
V005986,R-COLORFABB-TDS-colorFabb-PLA-High-Speed-PRO,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (190°C/1,16 kg)","p. 1: Melt Flow Index MFI, (190°C/1,16 kg)"
V005987,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005988,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005989,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005990,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005991,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005992,R-COLORFABB-TDS-E-ColorFabb-Vibers-PLA,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005993,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile modulus MPa,p. 1: Tensile modulus MPa
V005994,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Tensile yield strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Yield strength MPa,p. 1: Yield strength MPa
V005995,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Elongation at yield,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Yield strain %,p. 1: Yield strain %
V005996,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile strength MPa,p. 1: Tensile strength MPa
V005997,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Tensile strain at strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile strain at tensile strength %,p. 1: Tensile strain at tensile strength %
V005998,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Tensile break strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile stress at break MPa,p. 1: Tensile stress at break MPa
V005999,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile strain at break %,p. 1: Tensile strain at break %
V006000,R-COLORFABB-TDS-E-colorFabb-nGen-CF10,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Charpy notched impact strength kJ/m2,p. 1: Charpy notched impact strength kJ/m2
V006056,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,Tensile break strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tensile strength,p. 1: Tensile strength
V006057,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Elongation at break,p. 1: Elongation at break
V006058,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,Hardness,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Hardness,p. 1: Hardness
V006059,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,Tear strength,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Tear strength,p. 1: Tear strength
V006079,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,HDT,Standard / load,ASTM D648,"1,8 MPa ASTM D648",p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006079,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,HDT,Test load MPa,Not published,1.8,p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006100,R-FILLAMENTUM-Technical-Data-Sheet-PETG-EN-06052020-FE,HDT,Standard / load,ASTM D648,0.455 MPa ASTM D648,p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006100,R-FILLAMENTUM-Technical-Data-Sheet-PETG-EN-06052020-FE,HDT,Test load MPa,Not published,0.45,p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006138,R-FILLAMENTUM-Technical-Data-Sheet-HIPS-Extrafill-03012019,HDT,Standard / load,ISO 75,"1,8 MPa ISO 75",p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006138,R-FILLAMENTUM-Technical-Data-Sheet-HIPS-Extrafill-03012019,HDT,Test load MPa,Not published,1.8,p. 1: Heat distortion temperature,p. 1: Heat distortion temperature
V006674,R-ULTIMAKER-MAKERBOT-Tough-One-Sheet,Flexural strength,Standard / load,Not published,63.3 MPa,p. 2: Flexural Strength,p. 2: Flexural Strength
V006675,R-ULTIMAKER-MAKERBOT-Tough-One-Sheet,Flexural modulus,Standard / load,Not published,"2,364 MPa",p. 2: Flexural Modulus,p. 2: Flexural Modulus
V006676,R-ULTIMAKER-MAKERBOT-Tough-One-Sheet,Tensile strength (endpoint unspecified),Standard / load,Not published,39.3 MPa,p. 2: Tensile Strength,p. 2: Tensile Strength
V006677,R-ULTIMAKER-MAKERBOT-Tough-One-Sheet,Tensile modulus,Standard / load,Not published,2723 MPa,p. 2: Tensile Modulus,p. 2: Tensile Modulus
V006717,S-PEBA-eSUN-PLA-Rock-FilamentTDS,HDT,Standard / load,GB/T 1634,0.45MPa GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V006717,S-PEBA-eSUN-PLA-Rock-FilamentTDS,HDT,Test load MPa,Not published,0.45,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V006803,S-PEBA-eSUN-ePA-Filament-TDS-V4-02,HDT,Standard / load,GB/T 1634,0.45MPa GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V006803,S-PEBA-eSUN-ePA-Filament-TDS-V4-02,HDT,Test load MPa,Not published,0.45,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V007190,D-RAISE3D-Raise3D-Industrial-PET-CF-TDS-V4-0,Tensile modulus,Standard / load,Not published,80 MPa,p. 1: tensile modulus and strength of over,p. 1: tensile modulus and strength of over
V007253,S-PEBA-PLA-UV-Color-Change-FilamentTDS,HDT,Standard / load,GB/T 1634,0.45MPa GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V007253,S-PEBA-PLA-UV-Color-Change-FilamentTDS,HDT,Test load MPa,Not published,0.45,p. 1: Heat distortion Temperature GB/T 1634,p. 1: Heat distortion Temperature GB/T 1634
V007265,R-YOUSU-YOUSUSILKPLATDS-81c3,Impact strength,Notch,Not published,Notched,"p. 1: Impact Strength, IZOD D256 KJ/m2","p. 1: Impact Strength, IZOD D256 KJ/m2 4mm,23℃ notched"
V007265,R-YOUSU-YOUSUSILKPLATDS-81c3,Impact strength,Test temperature,Not published,23°C,"p. 1: Impact Strength, IZOD D256 KJ/m2","p. 1: Impact Strength, IZOD D256 KJ/m2 4mm,23℃ notched"
V008115,R-QIDI-PLA-CF,HDT,Standard / load,Not published,0.45 MPa,p. 1: 热变形温度,p. 1: 热变形温度
V008115,R-QIDI-PLA-CF,HDT,Test load MPa,Not published,0.45,p. 1: 热变形温度,p. 1: 热变形温度
V008116,R-QIDI-PLA-CF,HDT,Standard / load,Not published,1.80 MPa,p. 1: Determination of temperature,p. 1: Determination of temperature
V008116,R-QIDI-PLA-CF,HDT,Test load MPa,Not published,1.8,p. 1: Determination of temperature,p. 1: Determination of temperature
V008129,R-QIDI-PETG-TOUGH,HDT,Standard / load,:Method A ISO 75,1.8MPa ISO 75,p. 2: 热变形温度 ISO 75:Method A,p. 2: 热变形温度 ISO 75:Method A
V008129,R-QIDI-PETG-TOUGH,HDT,Test load MPa,Not published,1.8,p. 2: 热变形温度 ISO 75:Method A,p. 2: 热变形温度 ISO 75:Method A
V008872,R-MATTERHACKERS-PRO-SERIES-xomIDF,HDT,Standard / load,ASTM D648,66 PSI ASTM D648,p. 1: Heat Deflection Temperature,p. 1: Heat Deflection Temperature
V008872,R-MATTERHACKERS-PRO-SERIES-xomIDF,HDT,Test load MPa,Not published,0.45,p. 1: Heat Deflection Temperature,p. 1: Heat Deflection Temperature
