check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
C1-plausible-tail-beyond-envelope,estimate,low,M090,CPE-CF,G090-01,,elongationXY,"likely 8.3-29.7, plausible 6.46-38.1 %",0.8-25,,,canScreen true; precision fair; strength this-grade; ; tail high (a tail beyond physics blunts screening on that side)
C2-ordering-data,headline,low,M018,PLA-CF vs PLA,,V000331;V000003,tensileModulusXY,PLA-CF 2.79 (known) vs PLA 2.87 (known),filled stiffness above unfilled,,,filled stiffness below unfilled
C2-ordering-data,headline,low,M018,PLA-CF vs PLA,,V000323;V000001,density,PLA-CF 1220 (known) vs PLA 1240 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M024,PETG-CF vs PETG,,V000484;V000382,density,PETG-CF 1250 (known) vs PETG 1280 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M024,PETG-CF vs PETG,,V000496;V000385,elongationXY,PETG-CF 10.4 (known) vs PETG 8 (known),filled elongation above unfilled,,,filled elongation above unfilled
C2-ordering-data,headline,low,M033,ASA-CF vs ASA,,V000653;V000612,density,ASA-CF 1020 (known) vs ASA 1050 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M038,PC-GF vs PC,,V000742;V000689,elongationXY,PC-GF 9.5 (known) vs PC 3.8 (known),filled elongation above unfilled,,,filled elongation above unfilled
C2-ordering-data,headline,low,M050,PA6-CF vs PA6,,V000922;V000917,density,PA6-CF 1090 (known) vs PA6 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M051,PA6-GF vs PA6,,V000943;V000917,density,PA6-GF 1140 (known) vs PA6 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M067,PET-CF vs PET,,V001264;V001753,density,PET-CF 1290 (known) vs PET 1340 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M073,PPS-CF vs PPS,,V001353;V001339,density,PPS-CF 1260 (known) vs PPS 1280 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M090,CPE-CF vs CPE,,V001676;V001947,density,CPE-CF 1160 (known) vs CPE 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-estimate,estimate,medium,M059,PA612-CF vs PA612,,V001052,density,PA612-CF 1030 (known) vs PA612 1060 (estimate),filled density above unfilled,,,filled density below unfilled
C2-ordering-estimate,estimate,medium,M068,PET-GF vs PET,,V001931,hdt045,PET-GF 81.6 (known) vs PET 89.7 (estimate),filled semicrystalline HDT above unfilled,,,filled semicrystalline HDT not above unfilled
C2b-headline-modulus-vs-shore,headline,medium,M040,TPU for AMS,G040-01,V000775,tensileModulusXY,1.19 GPa (known),Shore 68D -> 208 MPa,,,
C2b-headline-modulus-vs-shore,estimate,medium,M045,PEBA,G045-01,,tensileModulusXY,0.125 GPa (estimate),Shore 90A -> 20.8 MPa,,,
C2b-modulus-vs-shore,measurement,high,M040,TPU for AMS,G040-01,V000775,Tensile modulus,1.19 GPa,Shore 68D -> 208 MPa (Gent/Qi); ratio 5.73,B-tpu-for-ams-TDS,p. 2: Young's Modulus (X-Y),"a printed elastomer bar is not stiffer than its hardness relation allows; >3x suggests a misread, a secant/flexural basis, or a wrong hardness"
C2b-modulus-vs-shore,measurement,high,M045,PEBA,G045-01,V000841,Flexural modulus,0.08 GPa,Shore 90A -> 20.8 MPa (Gent/Qi); ratio 3.84,S-PEBA-PEBA90A-TDS-en,p. 1: Flexural Modulus,"a printed elastomer bar is not stiffer than its hardness relation allows; >3x suggests a misread, a secant/flexural basis, or a wrong hardness"
C2c-shore-order-inverted,headline,low,M043;M042,TPU 85A vs TPU 90A,,V000826;V000810,tensileModulusXY,85A 6.8 MPa > 90A 5.3 MPa,softer Shore -> lower modulus,,,Bambu Lab
C3-likely-range-too-wide,estimate,medium,M046,TPC / TPEE,G046-01,,tensileModulusXY,"likely 0.00938-0.106, plausible 0.00568-0.175 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 11.3
C3-likely-range-too-wide,estimate,medium,M086,OBC,G086-01,,tensileModulusXY,"likely 0.0161-1.14, plausible 0.00671-2.75 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength family; ; width 70.8
C3-likely-range-too-wide,estimate,low,M008,PLA Silk,G008-01,,elongationXY,"likely 1.15-8.12, plausible 0.783-12 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 7.06
C3-likely-range-too-wide,estimate,low,M039,TPU,G039-01,,tensileStrengthXY,"likely 15.1-52.9, plausible 12.7-62.9 MPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-material; ; width 3.5
C3-likely-range-too-wide,estimate,low,M045,PEBA,G045-01,,tensileModulusXY,"likely 0.0678-0.231, plausible 0.0526-0.298 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 3.41
C3-likely-range-too-wide,estimate,low,M046,TPC / TPEE,G046-01,,tensileStrengthXY,"likely 10.6-42, plausible 8.77-50.8 MPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength family; ; width 3.96
C3-likely-range-too-wide,estimate,low,M046,TPC / TPEE,G046-01,,elongationXY,"likely 174-1140, plausible 119-1650 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 6.55
C3-likely-range-too-wide,estimate,low,M052,PA12,G052-01,,elongationXY,"likely 5.33-32.9, plausible 3.72-47.1 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-material; ; width 6.17
C3-likely-range-too-wide,estimate,low,M076,BVOH,G076-01,,hdt045,"likely 54.7-117, plausible 46.6-158 °C",hi-lo <= 60 (fair),,,canScreen true; precision poor; strength this-grade; ; width 62.3
C3-likely-range-too-wide,estimate,low,M085,PE,G085-01,,tensileStrengthXY,"likely 21.5-54.1, plausible 18.9-61.5 MPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 2.52
C3-likely-range-too-wide,estimate,low,M085,PE,G085-01,,hdt045,"likely 52.2-124, plausible 45.7-134 °C",hi-lo <= 60 (fair),,,canScreen true; precision poor; strength family; ; width 71.8
C3-likely-range-too-wide,estimate,low,M087,POM / Acetal,G087-02,,hdt045,"likely 77.8-151, plausible 52-163 °C",hi-lo <= 60 (fair),,,canScreen true; precision poor; strength this-material; ; width 73.2
C3-likely-range-too-wide,estimate,low,M091,CoPE,G091-02,,elongationXY,"likely 5.01-39.4, plausible 3.33-59.2 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 7.86
C3-likely-range-too-wide,estimate,low,M093,PVB,G093-01,,elongationXY,"likely 6.19-31.5, plausible 4.49-43.4 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 5.09
C4-estimate-where-not-applicable,estimate,high,M039,TPU,G039-01,,hdt045,"likely 70.2-84.6, plausible 61.2-93.6 °C","not applicable (elastomer: E << 225 MPa, no HDT at 0.45 MPa)",,,"canScreen true; precision good; strength this-material; ; evidence HDT 0.45:V000765, HDT 1.8 elastomer:V000766"
C5-likely-range-below-implied-bound,estimate,high,M001,PLA,G001-01,V000039,tensileStrengthXY,"likely 48.8-65.2, plausible 46.9-67.8 MPa",>= 110.3 (Tensile strength (endpoint unspecified) V000039),,,canScreen true; precision good; strength this-grade; 
C5-likely-range-below-implied-bound,estimate,high,M001,PLA,G001-01,V002179,tensileStrengthXY,"likely 48.8-65.2, plausible 46.9-67.8 MPa",>= 144.7 (Tensile strength (endpoint unspecified) V002179),,,canScreen true; precision good; strength this-grade; 
C5-likely-range-below-implied-bound,estimate,high,M045,PEBA,G045-01,V000839,tensileStrengthXY,"likely 16.8-23.1, plausible 16.3-24.2 MPa",>= 30 (Tensile strength (endpoint unspecified) V000839),,,canScreen true; precision good; strength this-grade; 
C5-likely-range-below-implied-bound,estimate,high,M045,PEBA,G045-01,V001892,tensileStrengthXY,"likely 16.8-23.1, plausible 16.3-24.2 MPa",>= 32.8 (Tensile strength (endpoint unspecified) V001892),,,canScreen true; precision good; strength this-grade; 
C5-likely-range-below-implied-bound,estimate,high,M045,PEBA,G045-01,V001894,tensileStrengthXY,"likely 16.8-23.1, plausible 16.3-24.2 MPa",>= 32.3 (Tensile break strength V001894),,,canScreen true; precision good; strength this-grade; 
C5-likely-range-below-implied-bound,estimate,high,M052,PA12,G052-01,V002012,elongationXY,"likely 5.33-32.9, plausible 3.72-47.1 %",>= 53 (Elongation at break V002012),,,canScreen true; precision poor; strength this-material; 
C5-likely-range-below-implied-bound,estimate,high,M053,PA12-CF,G053-01,V001002,tensileStrengthXY,"likely 68.2-91.1, plausible 65.5-94.8 MPa",>= 125 (Tensile break strength V001002),,,canScreen true; precision good; strength this-grade; 
C5-range-extends-below-implied-bound,estimate,medium,M001,PLA,G001-01,V000002,tensileStrengthXY,"likely 48.8-65.2, plausible 46.9-67.8 MPa",>= 56 (Tensile break strength V000002),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M020,PETG,G020-01,V000383,tensileStrengthXY,"likely 43.8-58.4, plausible 42-60.8 MPa",>= 47 (Tensile break strength V000383),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M020,PETG,G020-01,V000400,tensileStrengthXY,"likely 43.8-58.4, plausible 42-60.8 MPa",>= 51.699999999999996 (Tensile strength (endpoint unspecified) V000400),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M020,PETG,G020-01,V000401,tensileStrengthXY,"likely 43.8-58.4, plausible 42-60.8 MPa",>= 45.599999999999994 (Tensile strength (endpoint unspecified) V000401),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M020,PETG,G020-01,V000414,tensileStrengthXY,"likely 43.8-58.4, plausible 42-60.8 MPa",>= 53 (Tensile strength (endpoint unspecified) V000414),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M026,PETG-ESD,G026-01,V000511,tensileStrengthXY,"likely 44.7-59.8, plausible 42.9-62.2 MPa",>= 50 (Tensile break strength V000511),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M026,PETG-ESD,G026-01,V000537,tensileStrengthXY,"likely 44.7-59.8, plausible 42.9-62.2 MPa",>= 48 (Tensile break strength V000537),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M029,ABS-CF,G029-01,V000588,tensileStrengthXY,"likely 42-56.4, plausible 40.4-58.7 MPa",>= 46 (Tensile break strength V000588),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M029,ABS-CF,G029-01,V002170,tensileStrengthXY,"likely 42-56.4, plausible 40.4-58.7 MPa",>= 48 (Tensile break strength V002170),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M030,ABS-ESD,G030-01,V000597,tensileStrengthXY,"likely 48.8-65.5, plausible 46.9-68.2 MPa",>= 58 (Tensile break strength V000597),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M037,PC-CF,G037-01,V000720,tensileStrengthXY,"likely 62.4-83.5, plausible 60-87 MPa",>= 70 (Tensile break strength V000720),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M037,PC-CF,G037-01,V000728,tensileStrengthXY,"likely 62.4-83.5, plausible 60-87 MPa",>= 76 (Tensile yield strength V000728),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M038,PC-GF,G038-01,V001830,hdt045,"likely 115-146, plausible 96.2-158 °C",>= 124 (HDT V001830),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M039,TPU,G039-01,V000757,tensileStrengthXY,"likely 15.1-52.9, plausible 12.7-62.9 MPa",>= 39 (Tensile break strength V000757),,,canScreen true; precision poor; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M039,TPU,G039-01,V000836,tensileStrengthXY,"likely 15.1-52.9, plausible 12.7-62.9 MPa",>= 30.66 (Tensile strength (endpoint unspecified) V000836),,,canScreen true; precision poor; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M049,PA6,G049-01,V000919,tensileStrengthXY,"likely 66.3-112, plausible 61.7-121 MPa",>= 78 (Tensile strength (endpoint unspecified) V000919),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002006,tensileStrengthXY,"likely 39.4-80.5, plausible 35.6-88.9 MPa",>= 49.779999999999994 (Tensile yield strength V002006),,,canScreen true; precision fair; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002007,tensileStrengthXY,"likely 39.4-80.5, plausible 35.6-88.9 MPa",>= 42.47 (Tensile yield strength V002007),,,canScreen true; precision fair; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002011,tensileStrengthXY,"likely 39.4-80.5, plausible 35.6-88.9 MPa",>= 41.92 (Tensile break strength V002011),,,canScreen true; precision fair; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002008,elongationXY,"likely 5.33-32.9, plausible 3.72-47.1 %",>= 6.167999999999999 (Elongation at yield V002008),,,canScreen true; precision poor; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002009,elongationXY,"likely 5.33-32.9, plausible 3.72-47.1 %",>= 5.96 (Elongation at yield V002009),,,canScreen true; precision poor; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002013,elongationXY,"likely 5.33-32.9, plausible 3.72-47.1 %",>= 6.89 (Elongation at break V002013),,,canScreen true; precision poor; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M052,PA12,G052-01,V002004,hdt045,"likely 76.5-113, plausible 56.9-136 °C",>= 84.3 (HDT V002004),,,canScreen true; precision fair; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M053,PA12-CF,G053-01,V000965,tensileStrengthXY,"likely 68.2-91.1, plausible 65.5-94.8 MPa",>= 72 (Tensile break strength V000965),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M053,PA12-CF,G053-01,V000982,tensileStrengthXY,"likely 68.2-91.1, plausible 65.5-94.8 MPa",>= 73.3 (Tensile strength (endpoint unspecified) V000982),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M053,PA12-CF,G053-01,V000994,tensileStrengthXY,"likely 68.2-91.1, plausible 65.5-94.8 MPa",>= 74 (Tensile strength (endpoint unspecified) V000994),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M054,PA12-GF,G054-01,V001008,tensileStrengthXY,"likely 72.5-97.3, plausible 69.6-102 MPa",>= 82 (Tensile break strength V001008),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M064,PA-ESD,G064-01,V001201,tensileStrengthXY,"likely 58.8-104, plausible 54.4-113 MPa",>= 68 (Tensile break strength V001201),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M064,PA-ESD,G064-01,V001203,elongationXY,"likely 3.46-12.6, plausible 2.68-16.3 %",>= 3.8 (Elongation at break V001203),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M066,PET,G066-01,V001755,tensileStrengthXY,"likely 48.4-77.4, plausible 45.3-82.6 MPa",>= 59.4 (Tensile yield strength V001755),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M066,PET,G066-01,V001756,tensileStrengthXY,"likely 48.4-77.4, plausible 45.3-82.6 MPa",>= 54.3 (Tensile break strength V001756),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M066,PET,G066-01,V001759,elongationXY,"likely 4.94-18.7, plausible 3.8-24.3 %",>= 5.2 (Elongation at break V001759),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M072,PPS,G072-01,V001340,tensileStrengthXY,"likely 45.5-61.1, plausible 43.7-63.6 MPa",>= 50 (Tensile break strength V001340),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M076,BVOH,G076-01,V001421,elongationXY,"likely 7.11-30.6, plausible 5.33-40.8 %",>= 9 (Elongation at break V001421),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M081,HIPS,G081-01,V001471,tensileStrengthXY,"likely 35.7-48, plausible 34.3-50 MPa",>= 40 (Tensile break strength V001471),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M082,PP,G082-01,V001491,tensileStrengthXY,"likely 34.1-46.8, plausible 32.6-48.9 MPa",>= 38 (Tensile break strength V001491),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M083,PP-CF,G083-01,V001503,tensileStrengthXY,"likely 68.1-91.7, plausible 65.4-95.5 MPa",>= 78 (Tensile break strength V001503),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M084,PP-GF,G084-01,V001510,tensileStrengthXY,"likely 56.4-75.9, plausible 54.1-79.1 MPa",>= 65 (Tensile break strength V001510),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M085,PE,G085-01,V001517,tensileStrengthXY,"likely 21.5-54.1, plausible 18.9-61.5 MPa",>= 29 (Tensile break strength V001517),,,canScreen true; precision poor; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M085,PE,G085-01,V001518,elongationXY,"likely 12.4-53.4, plausible 9.34-71.2 %",>= 18 (Elongation at break V001518),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M086,OBC,G086-01,V001685,tensileStrengthXY,"likely 13.4-24.6, plausible 12.4-26.7 MPa",>= 14 (Tensile yield strength V001685),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M086,OBC,G086-01,V001687,tensileStrengthXY,"likely 13.4-24.6, plausible 12.4-26.7 MPa",>= 14 (Tensile break strength V001687),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M088,PCTG,G088-01,V001524,tensileStrengthXY,"likely 41.7-56, plausible 40.1-58.3 MPa",>= 45 (Tensile break strength V001524),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M088,PCTG,G088-01,V001534,tensileStrengthXY,"likely 41.7-56, plausible 40.1-58.3 MPa",>= 44 (Tensile yield strength V001534),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M088,PCTG,G088-01,V001535,tensileStrengthXY,"likely 41.7-56, plausible 40.1-58.3 MPa",>= 46 (Tensile break strength V001535),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M089,CPE,G089-01,V001948,tensileStrengthXY,"likely 43.7-69.4, plausible 41-74 MPa",>= 47 (Tensile yield strength V001948),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M089,CPE,G089-01,V001949,tensileStrengthXY,"likely 43.7-69.4, plausible 41-74 MPa",>= 48 (Tensile break strength V001949),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M089,CPE,G089-01,V001950,elongationXY,"likely 54.5-195, plausible 42.4-250 %",>= 150 (Elongation at break V001950),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M090,CPE-CF,G090-01,V001544,tensileStrengthXY,"likely 42-70.2, plausible 39.1-75.4 MPa",>= 70 (Tensile yield strength V001544),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M090,CPE-CF,G090-01,V001545,tensileStrengthXY,"likely 42-70.2, plausible 39.1-75.4 MPa",>= 65 (Tensile break strength V001545),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M090,CPE-CF,G090-01,V001677,tensileStrengthXY,"likely 42-70.2, plausible 39.1-75.4 MPa",>= 52.4 (Tensile yield strength V001677),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M090,CPE-CF,G090-01,V002091,hdt045,"likely 58-93.2, plausible 47.2-108 °C",>= 68 (HDT V002091),,,canScreen true; precision fair; strength this-material; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M093,PVB,G093-01,V001700,tensileStrengthXY,"likely 41.8-61.4, plausible 39.6-64.7 MPa",>= 58 (Tensile yield strength V001700),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M093,PVB,G093-01,V001703,tensileStrengthXY,"likely 41.8-61.4, plausible 39.6-64.7 MPa",>= 55 (Tensile yield strength V001703),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M093,PVB,G093-01,V001704,tensileStrengthXY,"likely 41.8-61.4, plausible 39.6-64.7 MPa",>= 54 (Tensile yield strength V001704),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M094,PC-ABS,G094-01,V001548,tensileStrengthXY,"likely 52.4-70.1, plausible 50.3-73 MPa",>= 59 (Tensile break strength V001548),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M094,PC-ABS,G094-01,V001580,tensileStrengthXY,"likely 52.4-70.1, plausible 50.3-73 MPa",>= 60 (Tensile yield strength V001580),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,medium,M096,PVDF,G096-01,V001604,tensileStrengthXY,"likely 45.9-62.3, plausible 44-65 MPa",>= 51 (Tensile break strength V001604),,,canScreen true; precision good; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,low,M049,PA6,G049-01,V002079,hdt045,"likely 94.3-130, plausible 71.9-153 °C",>= 90 (HDT V002079),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,low,M066,PET,G066-01,V001762,hdt045,"likely 71.2-109, plausible 53.5-132 °C",>= 65.7 (HDT V001762),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,low,M090,CPE-CF,G090-01,V001679,elongationXY,"likely 8.3-29.7, plausible 6.46-38.1 %",>= 8 (Elongation at break V001679),,,canScreen true; precision fair; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,low,M093,PVB,G093-01,V001707,elongationXY,"likely 6.19-31.5, plausible 4.49-43.4 %",>= 5.3 (Elongation at yield V001707),,,canScreen true; precision poor; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C5-range-extends-below-implied-bound,estimate,low,M093,PVB,G093-01,V001708,elongationXY,"likely 6.19-31.5, plausible 4.49-43.4 %",>= 5.1000000000000005 (Elongation at yield V001708),,,canScreen true; precision poor; strength this-grade; ; the range is not truncated at the bound its own measurement proves (only screens are vetoed)
C6-hdt-estimate-above-own-vicat,estimate,medium,M066,PET,G066-01,V001763,hdt045,"likely 71.2-109, plausible 53.5-132 °C",<= own Vicat 65.9 + 15 °C (unfilled: a 1 mm² needle under 10-50 N softens no later than a bar under 0.45 MPa),,,
C6-hdt-estimate-above-own-vicat,estimate,medium,M076,BVOH,G076-01,V001424,hdt045,"likely 54.7-117, plausible 46.6-158 °C",<= own Vicat 90 + 15 °C (unfilled: a 1 mm² needle under 10-50 N softens no later than a bar under 0.45 MPa),,,
C6-hdt-estimate-above-own-vicat,estimate,low,M091,CoPE,G091-02,V001920,hdt045,"likely 54.8-71.1, plausible 47.6-81.6 °C",<= own Vicat 66 + 15 °C (unfilled: a 1 mm² needle under 10-50 N softens no later than a bar under 0.45 MPa),,,
