Template,Mode,MaterialID,Material,Verdict,Candidate,ScreenedBy
Outdoor structural part,Strict,M033,ASA-CF,PASS,yes,
Outdoor structural part,Strict,M037,PC-CF,PASS,yes,
Outdoor structural part,Strict,M048,PAHT-CF,PASS,yes,
Outdoor structural part,Strict,M050,PA6-CF,PASS,yes,
Outdoor structural part,Strict,M053,PA12-CF,PASS,yes,
Outdoor structural part,Strict,M054,PA12-GF,PASS,yes,
Outdoor structural part,Strict,M059,PA612-CF,PASS,yes,
Outdoor structural part,Strict,M065,PA612-ESD,PASS,yes,
Outdoor structural part,Strict,M067,PET-CF,PASS,yes,
Outdoor structural part,Strict,M070,PPA-CF,PASS,yes,
Outdoor structural part,Strict,M071,PPA-GF,PASS,yes,
Outdoor structural part,Strict,M073,PPS-CF,PASS,yes,
Outdoor structural part,Strict,M074,PPS-GF,PASS,yes,
Outdoor structural part,Strict,M083,PP-CF,PASS,yes,
Outdoor structural part,Strict,M084,PP-GF,PASS,yes,
Outdoor structural part,Strict,M128,PC-ABS-CF,PASS,yes,
Outdoor structural part,Strict,M132,PBT-GF,PASS,yes,
Outdoor structural part,Explore,M004,PLA Lite,UNKNOWN,yes,
Outdoor structural part,Explore,M033,ASA-CF,PASS,yes,
Outdoor structural part,Explore,M037,PC-CF,PASS,yes,
Outdoor structural part,Explore,M040,TPU for AMS,UNKNOWN,yes,
Outdoor structural part,Explore,M045,PEBA,UNKNOWN,yes,
Outdoor structural part,Explore,M046,TPC / TPEE,UNKNOWN,yes,
Outdoor structural part,Explore,M048,PAHT-CF,PASS,yes,
Outdoor structural part,Explore,M049,PA6,UNKNOWN,yes,
Outdoor structural part,Explore,M050,PA6-CF,PASS,yes,
Outdoor structural part,Explore,M052,PA12,UNKNOWN,yes,
Outdoor structural part,Explore,M053,PA12-CF,PASS,yes,
Outdoor structural part,Explore,M054,PA12-GF,PASS,yes,
Outdoor structural part,Explore,M055,PA66,UNKNOWN,yes,
Outdoor structural part,Explore,M056,PA66-CF,UNKNOWN,yes,
Outdoor structural part,Explore,M058,PA612,UNKNOWN,yes,
Outdoor structural part,Explore,M059,PA612-CF,PASS,yes,
Outdoor structural part,Explore,M060,PA612-GF,UNKNOWN,yes,
Outdoor structural part,Explore,M064,PA-ESD,UNKNOWN,yes,
Outdoor structural part,Explore,M065,PA612-ESD,PASS,yes,
Outdoor structural part,Explore,M066,PET,UNKNOWN,yes,
Outdoor structural part,Explore,M067,PET-CF,PASS,yes,
Outdoor structural part,Explore,M070,PPA-CF,PASS,yes,
Outdoor structural part,Explore,M071,PPA-GF,PASS,yes,
Outdoor structural part,Explore,M073,PPS-CF,PASS,yes,
Outdoor structural part,Explore,M074,PPS-GF,PASS,yes,
Outdoor structural part,Explore,M082,PP,UNKNOWN,yes,
Outdoor structural part,Explore,M083,PP-CF,PASS,yes,
Outdoor structural part,Explore,M084,PP-GF,PASS,yes,
Outdoor structural part,Explore,M086,OBC,UNKNOWN,yes,
Outdoor structural part,Explore,M090,CPE-CF,UNKNOWN,yes,
Outdoor structural part,Explore,M104,PA6-CE,UNKNOWN,yes,
Outdoor structural part,Explore,M105,ASA-EC,UNKNOWN,yes,
Outdoor structural part,Explore,M106,ABS-AF,UNKNOWN,yes,
Outdoor structural part,Explore,M107,PLA-ESD,UNKNOWN,yes,
Outdoor structural part,Explore,M108,PA6-GS,UNKNOWN,yes,
Outdoor structural part,Explore,M109,PETG-PTFE,UNKNOWN,yes,
Outdoor structural part,Explore,M110,PCTG-GF,UNKNOWN,yes,
Outdoor structural part,Explore,M111,PLA-EC,UNKNOWN,yes,
Outdoor structural part,Explore,M112,PC-PTFE,UNKNOWN,yes,
Outdoor structural part,Explore,M113,ASA-AF,UNKNOWN,yes,
Outdoor structural part,Explore,M126,TPU-ESD,UNKNOWN,yes,
Outdoor structural part,Explore,M128,PC-ABS-CF,PASS,yes,
Outdoor structural part,Explore,M129,TPU-CF,UNKNOWN,yes,
Outdoor structural part,Explore,M131,PC-PBT-CF,UNKNOWN,yes,
Outdoor structural part,Explore,M132,PBT-GF,PASS,yes,
Outdoor structural part,Explore,M135,PVC,UNKNOWN,yes,
Outdoor structural part,Explore,M136,SAN,UNKNOWN,yes,
Outdoor structural part,Explore,M137,COC,UNKNOWN,yes,
Outdoor structural part,Explore,M138,PE-GF,UNKNOWN,yes,
Outdoor structural part,Explore,M139,LCP,UNKNOWN,yes,
Outdoor structural part,Explore,M140,PBT,UNKNOWN,yes,
Outdoor structural part,Explore,M141,PET-LW,UNKNOWN,yes,
Outdoor structural part,Explore,M142,nGen-CF,UNKNOWN,yes,
Outdoor structural part,Explore,M143,nGen FLEX,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M004,PLA Lite,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M033,ASA-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M037,PC-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M040,TPU for AMS,UNKNOWN,screened,hdt045 >= 100; tensileModulusXY >= 3
Outdoor structural part,Explore with estimates,M045,PEBA,UNKNOWN,screened,hdt045 >= 100; tensileModulusXY >= 3
Outdoor structural part,Explore with estimates,M046,TPC / TPEE,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M048,PAHT-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M049,PA6,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M050,PA6-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M052,PA12,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M053,PA12-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M054,PA12-GF,PASS,yes,
Outdoor structural part,Explore with estimates,M055,PA66,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M056,PA66-CF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M058,PA612,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M059,PA612-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M060,PA612-GF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M064,PA-ESD,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M065,PA612-ESD,PASS,yes,
Outdoor structural part,Explore with estimates,M066,PET,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M067,PET-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M070,PPA-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M071,PPA-GF,PASS,yes,
Outdoor structural part,Explore with estimates,M073,PPS-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M074,PPS-GF,PASS,yes,
Outdoor structural part,Explore with estimates,M082,PP,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M083,PP-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M084,PP-GF,PASS,yes,
Outdoor structural part,Explore with estimates,M086,OBC,UNKNOWN,screened,hdt045 >= 100; tensileModulusXY >= 3
Outdoor structural part,Explore with estimates,M090,CPE-CF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M104,PA6-CE,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M105,ASA-EC,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M106,ABS-AF,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M107,PLA-ESD,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M108,PA6-GS,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M109,PETG-PTFE,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M110,PCTG-GF,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M111,PLA-EC,UNKNOWN,screened,tensileModulusXY >= 3
Outdoor structural part,Explore with estimates,M112,PC-PTFE,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M113,ASA-AF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M126,TPU-ESD,UNKNOWN,screened,hdt045 >= 100; tensileModulusXY >= 3
Outdoor structural part,Explore with estimates,M128,PC-ABS-CF,PASS,yes,
Outdoor structural part,Explore with estimates,M129,TPU-CF,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M131,PC-PBT-CF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M132,PBT-GF,PASS,yes,
Outdoor structural part,Explore with estimates,M135,PVC,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M136,SAN,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M137,COC,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M138,PE-GF,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M139,LCP,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M140,PBT,UNKNOWN,yes,
Outdoor structural part,Explore with estimates,M141,PET-LW,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M142,nGen-CF,UNKNOWN,screened,hdt045 >= 100
Outdoor structural part,Explore with estimates,M143,nGen FLEX,UNKNOWN,screened,tensileModulusXY >= 3
Indoor prototype,Strict,M002,PLA Basic,PASS,yes,
Indoor prototype,Strict,M003,PLA Matte,PASS,yes,
Indoor prototype,Strict,M006,PLA Tough+,PASS,yes,
Indoor prototype,Strict,M007,PLA Translucent,PASS,yes,
Indoor prototype,Strict,M009,PLA Silk+,PASS,yes,
Indoor prototype,Strict,M010,PLA Silk Dual Color,PASS,yes,
Indoor prototype,Strict,M011,PLA Metal,PASS,yes,
Indoor prototype,Strict,M012,PLA Marble,PASS,yes,
Indoor prototype,Strict,M013,PLA Sparkle,PASS,yes,
Indoor prototype,Strict,M014,PLA Wood,PASS,yes,
Indoor prototype,Strict,M015,PLA Galaxy,PASS,yes,
Indoor prototype,Strict,M016,PLA Glow,PASS,yes,
Indoor prototype,Strict,M018,PLA-CF,PASS,yes,
Indoor prototype,Strict,M021,PETG Basic,PASS,yes,
Indoor prototype,Strict,M023,PETG Translucent,PASS,yes,
Indoor prototype,Strict,M024,PETG-CF,PASS,yes,
Indoor prototype,Strict,M027,ABS,PASS,yes,
Indoor prototype,Strict,M028,ABS-GF,PASS,yes,
Indoor prototype,Strict,M031,ASA,PASS,yes,
Indoor prototype,Strict,M081,HIPS,PASS,yes,
Indoor prototype,Explore,M001,PLA,UNKNOWN,yes,
Indoor prototype,Explore,M002,PLA Basic,PASS,yes,
Indoor prototype,Explore,M003,PLA Matte,PASS,yes,
Indoor prototype,Explore,M004,PLA Lite,UNKNOWN,yes,
Indoor prototype,Explore,M005,PLA Basic Gradient,UNKNOWN,yes,
Indoor prototype,Explore,M006,PLA Tough+,PASS,yes,
Indoor prototype,Explore,M007,PLA Translucent,PASS,yes,
Indoor prototype,Explore,M008,PLA Silk,UNKNOWN,yes,
Indoor prototype,Explore,M009,PLA Silk+,PASS,yes,
Indoor prototype,Explore,M010,PLA Silk Dual Color,PASS,yes,
Indoor prototype,Explore,M011,PLA Metal,PASS,yes,
Indoor prototype,Explore,M012,PLA Marble,PASS,yes,
Indoor prototype,Explore,M013,PLA Sparkle,PASS,yes,
Indoor prototype,Explore,M014,PLA Wood,PASS,yes,
Indoor prototype,Explore,M015,PLA Galaxy,PASS,yes,
Indoor prototype,Explore,M016,PLA Glow,PASS,yes,
Indoor prototype,Explore,M018,PLA-CF,PASS,yes,
Indoor prototype,Explore,M019,PLA-GF,UNKNOWN,yes,
Indoor prototype,Explore,M020,PETG,UNKNOWN,yes,
Indoor prototype,Explore,M021,PETG Basic,PASS,yes,
Indoor prototype,Explore,M022,PETG HF,UNKNOWN,yes,
Indoor prototype,Explore,M023,PETG Translucent,PASS,yes,
Indoor prototype,Explore,M024,PETG-CF,PASS,yes,
Indoor prototype,Explore,M025,PETG-GF,UNKNOWN,yes,
Indoor prototype,Explore,M026,PETG-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M027,ABS,PASS,yes,
Indoor prototype,Explore,M028,ABS-GF,PASS,yes,
Indoor prototype,Explore,M029,ABS-CF,UNKNOWN,yes,
Indoor prototype,Explore,M030,ABS-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M031,ASA,PASS,yes,
Indoor prototype,Explore,M033,ASA-CF,UNKNOWN,yes,
Indoor prototype,Explore,M034,ASA-GF,UNKNOWN,yes,
Indoor prototype,Explore,M037,PC-CF,UNKNOWN,yes,
Indoor prototype,Explore,M038,PC-GF,UNKNOWN,yes,
Indoor prototype,Explore,M039,TPU,UNKNOWN,yes,
Indoor prototype,Explore,M043,TPU 85A,UNKNOWN,yes,
Indoor prototype,Explore,M045,PEBA,UNKNOWN,yes,
Indoor prototype,Explore,M046,TPC / TPEE,UNKNOWN,yes,
Indoor prototype,Explore,M052,PA12,UNKNOWN,yes,
Indoor prototype,Explore,M053,PA12-CF,UNKNOWN,yes,
Indoor prototype,Explore,M054,PA12-GF,UNKNOWN,yes,
Indoor prototype,Explore,M055,PA66,UNKNOWN,yes,
Indoor prototype,Explore,M056,PA66-CF,UNKNOWN,yes,
Indoor prototype,Explore,M057,PA6/66,UNKNOWN,yes,
Indoor prototype,Explore,M058,PA612,UNKNOWN,yes,
Indoor prototype,Explore,M059,PA612-CF,UNKNOWN,yes,
Indoor prototype,Explore,M060,PA612-GF,UNKNOWN,yes,
Indoor prototype,Explore,M064,PA-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M065,PA612-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M066,PET,UNKNOWN,yes,
Indoor prototype,Explore,M068,PET-GF,UNKNOWN,yes,
Indoor prototype,Explore,M069,PPA,UNKNOWN,yes,
Indoor prototype,Explore,M071,PPA-GF,UNKNOWN,yes,
Indoor prototype,Explore,M072,PPS,UNKNOWN,yes,
Indoor prototype,Explore,M074,PPS-GF,UNKNOWN,yes,
Indoor prototype,Explore,M081,HIPS,PASS,yes,
Indoor prototype,Explore,M082,PP,UNKNOWN,yes,
Indoor prototype,Explore,M083,PP-CF,UNKNOWN,yes,
Indoor prototype,Explore,M084,PP-GF,UNKNOWN,yes,
Indoor prototype,Explore,M085,PE,UNKNOWN,yes,
Indoor prototype,Explore,M086,OBC,UNKNOWN,yes,
Indoor prototype,Explore,M087,POM / Acetal,UNKNOWN,yes,
Indoor prototype,Explore,M089,CPE,UNKNOWN,yes,
Indoor prototype,Explore,M090,CPE-CF,UNKNOWN,yes,
Indoor prototype,Explore,M091,CoPE,UNKNOWN,yes,
Indoor prototype,Explore,M092,nGen / Amphora,UNKNOWN,yes,
Indoor prototype,Explore,M093,PVB,UNKNOWN,yes,
Indoor prototype,Explore,M094,PC-ABS,UNKNOWN,yes,
Indoor prototype,Explore,M095,PC-PBT,UNKNOWN,yes,
Indoor prototype,Explore,M096,PVDF,UNKNOWN,yes,
Indoor prototype,Explore,M103,PP Lightweight,UNKNOWN,yes,
Indoor prototype,Explore,M104,PA6-CE,UNKNOWN,yes,
Indoor prototype,Explore,M105,ASA-EC,UNKNOWN,yes,
Indoor prototype,Explore,M106,ABS-AF,UNKNOWN,yes,
Indoor prototype,Explore,M107,PLA-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M108,PA6-GS,UNKNOWN,yes,
Indoor prototype,Explore,M109,PETG-PTFE,UNKNOWN,yes,
Indoor prototype,Explore,M110,PCTG-GF,UNKNOWN,yes,
Indoor prototype,Explore,M111,PLA-EC,UNKNOWN,yes,
Indoor prototype,Explore,M112,PC-PTFE,UNKNOWN,yes,
Indoor prototype,Explore,M113,ASA-AF,UNKNOWN,yes,
Indoor prototype,Explore,M114,TPC-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M116,PC-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M119,PC-ASA,UNKNOWN,yes,
Indoor prototype,Explore,M120,PVDF-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M124,PPS-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M126,TPU-ESD,UNKNOWN,yes,
Indoor prototype,Explore,M128,PC-ABS-CF,UNKNOWN,yes,
Indoor prototype,Explore,M129,TPU-CF,UNKNOWN,yes,
Indoor prototype,Explore,M130,PPE-PS,UNKNOWN,yes,
Indoor prototype,Explore,M131,PC-PBT-CF,UNKNOWN,yes,
Indoor prototype,Explore,M132,PBT-GF,UNKNOWN,yes,
Indoor prototype,Explore,M133,PBAT,UNKNOWN,yes,
Indoor prototype,Explore,M134,CPE-LW,UNKNOWN,yes,
Indoor prototype,Explore,M135,PVC,UNKNOWN,yes,
Indoor prototype,Explore,M136,SAN,UNKNOWN,yes,
Indoor prototype,Explore,M137,COC,UNKNOWN,yes,
Indoor prototype,Explore,M138,PE-GF,UNKNOWN,yes,
Indoor prototype,Explore,M139,LCP,UNKNOWN,yes,
Indoor prototype,Explore,M140,PBT,UNKNOWN,yes,
Indoor prototype,Explore,M141,PET-LW,UNKNOWN,yes,
Indoor prototype,Explore,M142,nGen-CF,UNKNOWN,yes,
Indoor prototype,Explore,M143,nGen FLEX,UNKNOWN,yes,
Indoor prototype,Explore,M144,PCTG-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M001,PLA,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M002,PLA Basic,PASS,yes,
Indoor prototype,Explore with estimates,M003,PLA Matte,PASS,yes,
Indoor prototype,Explore with estimates,M004,PLA Lite,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M005,PLA Basic Gradient,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M006,PLA Tough+,PASS,yes,
Indoor prototype,Explore with estimates,M007,PLA Translucent,PASS,yes,
Indoor prototype,Explore with estimates,M008,PLA Silk,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M009,PLA Silk+,PASS,yes,
Indoor prototype,Explore with estimates,M010,PLA Silk Dual Color,PASS,yes,
Indoor prototype,Explore with estimates,M011,PLA Metal,PASS,yes,
Indoor prototype,Explore with estimates,M012,PLA Marble,PASS,yes,
Indoor prototype,Explore with estimates,M013,PLA Sparkle,PASS,yes,
Indoor prototype,Explore with estimates,M014,PLA Wood,PASS,yes,
Indoor prototype,Explore with estimates,M015,PLA Galaxy,PASS,yes,
Indoor prototype,Explore with estimates,M016,PLA Glow,PASS,yes,
Indoor prototype,Explore with estimates,M018,PLA-CF,PASS,yes,
Indoor prototype,Explore with estimates,M019,PLA-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M020,PETG,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M021,PETG Basic,PASS,yes,
Indoor prototype,Explore with estimates,M022,PETG HF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M023,PETG Translucent,PASS,yes,
Indoor prototype,Explore with estimates,M024,PETG-CF,PASS,yes,
Indoor prototype,Explore with estimates,M025,PETG-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M026,PETG-ESD,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M027,ABS,PASS,yes,
Indoor prototype,Explore with estimates,M028,ABS-GF,PASS,yes,
Indoor prototype,Explore with estimates,M029,ABS-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M030,ABS-ESD,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M031,ASA,PASS,yes,
Indoor prototype,Explore with estimates,M033,ASA-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M034,ASA-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M037,PC-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M038,PC-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M039,TPU,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M043,TPU 85A,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M045,PEBA,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M046,TPC / TPEE,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M052,PA12,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M053,PA12-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M054,PA12-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M055,PA66,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M056,PA66-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M057,PA6/66,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M058,PA612,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M059,PA612-CF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M060,PA612-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M064,PA-ESD,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M065,PA612-ESD,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M066,PET,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M068,PET-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M069,PPA,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M071,PPA-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M072,PPS,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M074,PPS-GF,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M081,HIPS,PASS,yes,
Indoor prototype,Explore with estimates,M082,PP,UNKNOWN,yes,
Indoor prototype,Explore with estimates,M083,PP-CF,UNKNOWN,yes,
